Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation
Laboratory Management,Molecular Lab,81215,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; known familial variant",Yes,CareCore National,
Laboratory Management,Molecular Lab,81216,"BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis",Yes,CareCore National,
Laboratory Management,Molecular Lab,81217,"BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; known familial variant",Yes,CareCore National,
Laboratory Management,Molecular Lab,81223,"CFTR (cystic fibrosis transmembrane conductance regulator) (eg, cystic fibrosis) gene analysis; full gene sequence",Yes,CareCore National,
Laboratory Management,Molecular Lab,81226,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism), gene analysis, common variants
(eg, *2, *3, *4, *5, *6, *9, *10, *17, *19, *29, *35, *41, *1XN, *2XN, *4XN)",Yes,CareCore National,
Laboratory Management,Molecular Lab,81228,"Cytogenomic (genome-wide) analysis for constitutional chromosomal abnormalities; interrogation of genomic regions for copy
number variants, comparative genomic hybridization [CGH] microarray analysis",Yes,CareCore National,
Laboratory Management,Molecular Lab,81277,"Cytogenomic neoplasia (genome-wide) microarray analysis, interrogation of genomic regions for copy number and loss-of-
heterozygosity variants for chromosomal abnormalities",Yes,CareCore National,
Laboratory Management,Molecular Lab,81292,"MLH1 (mutL homolog 1, colon cancer, nonpolyposis type 2) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome)
gene analysis; full sequence analysis",Yes,CareCore National,
Laboratory Management,Molecular Lab,81293,"MLH1 (mutL homolog 1, colon cancer, nonpolyposis type 2) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome)
gene analysis; known familial variants",Yes,CareCore National,
Laboratory Management,Molecular Lab,81294,"MLH1 (mutL homolog 1, colon cancer, nonpolyposis type 2) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome)
gene analysis; duplication/deletion variants",Yes,CareCore National,
Laboratory Management,Molecular Lab,81295,"MSH2 (mutS homolog 2, colon cancer, nonpolyposis type 1) (eg, hereditary non-polyposis colorectal cancer, Lynch
syndrome) gene analysis; full sequence analysis",Yes,CareCore National,
Laboratory Management,Molecular Lab,81296,"MSH2 (mutS homolog 2, colon cancer, nonpolyposis type 1) (eg, hereditary non-polyposis colorectal cancer, Lynch
syndrome) gene analysis; known familial variants",Yes,CareCore National,
Laboratory Management,Molecular Lab,81297,"MSH2 (mutS homolog 2, colon cancer, nonpolyposis type 1) (eg, hereditary non-polyposis colorectal cancer, Lynch
syndrome) gene analysis; duplication/deletion variants",Yes,CareCore National,
Laboratory Management,Molecular Lab,81298,"MSH6 (mutS homolog 6 [E. coli]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; full
sequence analysis",Yes,CareCore National,
Laboratory Management,Molecular Lab,81299,"MSH6 (mutS homolog 6 [E. coli]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; known
familial variants",Yes,CareCore National,
Laboratory Management,Molecular Lab,81300,"MSH6 (mutS homolog 6 [E. coli]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis;
duplication/deletion variants",Yes,CareCore National,
Laboratory Management,Molecular Lab,81307,"PALB2 (partner and localizer of BRCA2) (eg, breast and pancreatic cancer) gene analysis; full gene sequence",Yes,CareCore National,
Laboratory Management,Molecular Lab,81308,"PALB2 (partner and localizer of BRCA2) (eg, breast and pancreatic cancer) gene analysis; known familial variant",Yes,CareCore National,
