Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation,source_file
Vascular Interventions,"Tibial Arterial
Interventions (LE)",37295,"Revascularization, endovascular, open or percutaneous, tibial and peroneal vascular territory, with transluminal stent
placement, with transluminal atherectomy, including transluminal angioplasty when performed, including all maneuvers
necessary for accessing and selectively catheterizing the artery and crossing the lesion, including all imaging guidance and
radiological supervision and interpretation necessary to perform the stent placement, atherectomy, and angioplasty when
performed, within the same artery, unilateral; complex lesion, each additional vessel (List separately in addition to code for
primary procedure)",Add‑On,CareCore National,,Table_table_33.csv
Vascular Interventions,"Lower Extremity
Interventions",37296,"Revascularization, endovascular, open or percutaneous, inframalleolar vascular territory, with transluminal angioplasty,
including all maneuvers necessary for accessing and selectively catheterizing the artery and crossing the lesion, including all
imaging guidance and radiological supervision and interpretation necessary to perform the angioplasty within the same artery,
unilateral; straightforward lesion, initial vessel",Yes,CareCore National,,Table_table_34.csv
Vascular Interventions,"Lower Extremity
Interventions",37297,"Revascularization, endovascular, open or percutaneous, inframalleolar vascular territory, with transluminal angioplasty,
including all maneuvers necessary for accessing and selectively catheterizing the artery and crossing the lesion, including all
imaging guidance and radiological supervision and interpretation necessary to perform the angioplasty within the same artery,
unilateral; straightforward lesion, each additional vessel (List separately in addition to code for primary procedure)",Yes,CareCore National,,Table_table_34.csv
Vascular Interventions,"Lower Extremity
Interventions",37298,"Revascularization, endovascular, open or percutaneous, inframalleolar vascular territory, with transluminal angioplasty,
including all maneuvers necessary for accessing and selectively catheterizing the artery and crossing the lesion, including all
imaging guidance and radiological supervision and interpretation necessary to perform the angioplasty within the same artery,
unilateral; complex lesion, initial vessel",Yes,CareCore National,,Table_table_34.csv
Vascular Interventions,"Lower Extremity
Interventions",37299,"Revascularization, endovascular, open or percutaneous, inframalleolar vascular territory, with transluminal angioplasty,
including all maneuvers necessary for accessing and selectively catheterizing the artery and crossing the lesion, including all
imaging guidance and radiological supervision and interpretation necessary to perform the angioplasty within the same artery,
unilateral; complex lesion, each additional vessel (List separately in addition to code for primary procedure)",Yes,CareCore National,,Table_table_34.csv
Vascular Interventions,"Cerebrovascular
Interventions",61624,"Transcatheter permanent occlusion or embolization (eg, for tumor destruction, to achieve hemostasis, to occlude a vascular
malformation), including all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance
necessary to complete the intervention, percutaneous, any method; central nervous system (intracranial, spinal cord)",Yes,CareCore National,,Table_table_34.csv
Vascular Interventions,"Cerebrovascular
Interventions",61630,"Balloon angioplasty, intracranial (eg, atherosclerotic stenosis), percutaneous","Experimental /
Investigational - Yes",CareCore National,,Table_table_34.csv
Vascular Interventions,"Cerebrovascular
Interventions",61635,"Transcatheter placement of intravascular stent(s), intracranial (eg, atherosclerotic stenosis), including balloon angioplasty, if
performed",Yes,CareCore National,,Table_table_34.csv
Vascular Interventions,"Cerebrovascular
Interventions",37215,"Transcatheter placement of intravascular stent(s), cervical carotid artery, open or percutaneous, including angioplasty, when
performed, and radiological supervision and interpretation; with distal embolic protection",Yes,CareCore National,,Table_table_34.csv
Vascular Interventions,"Cerebrovascular
Interventions",37216,"Transcatheter placement of intravascular stent(s), cervical carotid artery, open or percutaneous, including angioplasty, when
performed, and radiological supervision and interpretation; without distal embolic protection",Yes,CareCore National,,Table_table_34.csv
Vascular Interventions,"Cerebrovascular
Interventions",37218,"Transcatheter placement of intravascular stent(s), intrathoracic common carotid artery or innominate artery, open or
percutaneous antegrade approach, including angioplasty, when performed, and radiological supervision and interpretation",Yes,CareCore National,,Table_table_34.csv
Vascular Interventions,"Cerebrovascular
Interventions",0075T,"Transcatheter placement of extracranial vertebral artery stent(s), including radiologic supervision and interpretation, open or
percutaneous; initial vessel",Yes,CareCore National,,Table_table_34.csv
Vascular Interventions,Venous Interventions,36473,"Endovenous ablation therapy of incompetent vein, extremity, inclusive of all imaging guidance and monitoring, percutaneous,
mechanochemical; first vein treated",Yes,CareCore National,,Table_table_34.csv
Vascular Interventions,Venous Interventions,36474,"Endovenous ablation therapy of incompetent vein, extremity, inclusive of all imaging guidance and monitoring, percutaneous,
mechanochemical; subsequent vein(s) treated in a single extremity, each through separate access sites (List separately in
addition to code for primary procedure)",Add On,CareCore National,,Table_table_34.csv
Vascular Interventions,Venous Interventions,36475,"Endovenous ablation therapy of incompetent vein, extremity, inclusive of all imaging guidance and monitoring, percutaneous,
radiofrequency; first vein treated",Yes,CareCore National,,Table_table_34.csv
Vascular Interventions,Venous Interventions,36476,"Endovenous ablation therapy of incompetent vein, extremity, inclusive of all imaging guidance and monitoring, percutaneous,
radiofrequency; subsequent vein(s) treated in a single extremity, each through separate access sites (List separately in
addition to code for primary procedure)",Add On,CareCore National,,Table_table_34.csv
Vascular Interventions,Venous Interventions,36478,"Endovenous ablation therapy of incompetent vein, extremity, inclusive of all imaging guidance and monitoring, percutaneous,
laser; first vein treated",Yes,CareCore National,,Table_table_34.csv
Vascular Interventions,Venous Interventions,36479,"Endovenous ablation therapy of incompetent vein, extremity, inclusive of all imaging guidance and monitoring, percutaneous,
laser; subsequent vein(s) treated in a single extremity, each through separate access sites (List separately in addition to code
for primary procedure)",Add On,CareCore National,,Table_table_34.csv
Vascular Interventions,Venous Interventions,36482,"Endovenous ablation therapy of incompetent vein, extremity, by transcatheter delivery of a chemical adhesive (eg,
cyanoacrylate) remote from the access site, inclusive of all imaging guidance and monitoring, percutaneous; first vein treated",Yes,CareCore National,,Table_table_34.csv
Vascular Interventions,Venous Interventions,36483,"Endovenous ablation therapy of incompetent vein, extremity, by transcatheter delivery of a chemical adhesive (eg,
cyanoacrylate) remote from the access site, inclusive of all imaging guidance and monitoring, percutaneous; subsequent
vein(s) treated in a single extremity, each through separate access sites (List separately in addition to code for primary
procedure)",Add‑On,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,36465,"Injection of non-compounded foam sclerosant with ultrasound compression maneuvers to guide dispersion of the injectate,
inclusive of all imaging guidance and monitoring; single incompetent extremity truncal vein (eg, great saphenous vein,
accessory saphenous vein)",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,36466,"Injection of non-compounded foam sclerosant with ultrasound compression maneuvers to guide dispersion of the injectate,
inclusive of all imaging guidance and monitoring; multiple incompetent truncal veins (eg, great saphenous vein, accessory
saphenous vein), same leg",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,36468,"Injection(s) of sclerosant for spider veins (telangiectasia), limb or trunk",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,36471,"Injection(s) of sclerosant; multiple incompetent veins (other than telangiectasia), same leg",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,37700,"Ligation and division of long saphenous vein at saphenofemoral junction, or distal interruptions",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,37718,"Ligation, division, and stripping, short saphenous vein",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,37722,"Ligation, division, and stripping, long (greater) saphenous veins from saphenofemoral junction to knee or below",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,37735,"Ligation and division and complete stripping of long or short saphenous veins with radical excision of ulcer and skin graft
and/or interruption of communicating veins of lower leg with excision of deep fascia",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,37780,Ligation and division of short saphenous vein at saphenopopliteal junction (separate procedure),Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,37799,"Unlisted procedure, vascular surgery",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,37765,"Stab phlebectomy of varicose veins, 1 extremity; 10-20 stab incisions",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,37766,"Stab phlebectomy of varicose veins, 1 extremity; more than 20 incisions",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,37785,"Ligation, division, and/or excision of varicose vein cluster(s), 1 leg",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,37238,"Transcatheter placement of an intravascular stent(s), open or percutaneous, including radiological supervision and
interpretation and including angioplasty within the same vessel, when performed; initial vein",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,37239,"Transcatheter placement of an intravascular stent(s), open or percutaneous, including radiological supervision and
interpretation and including angioplasty within the same vessel, when performed; each additional vein (List separately in
addition to code for primary procedure)",Add On,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,37248,"Transluminal balloon angioplasty (except dialysis circuit), open or percutaneous, including all imaging and radiological
supervision and interpretation necessary to perform the angioplasty within the same vein; initial vein",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Venous Interventions,37249,"Transluminal balloon angioplasty (except dialysis circuit), open or percutaneous, including all imaging and radiological
supervision and interpretation necessary to perform the angioplasty within the same vein; each additional vein (List
separately in addition to code for primary procedure)",Add On,CareCore National,,Table_table_35.csv
Vascular Interventions,Vascular Embolization,37241,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping,
and imaging guidance necessary to complete the intervention; venous, other than hemorrhage (eg, congenital or acquired
venous malformations, venous and capillary hemangiomas, varices, varicoceles)",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Vascular Embolization,37242,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping,
and imaging guidance necessary to complete the intervention; arterial, other than hemorrhage or tumor (eg, congenital or
acquired arterial malformations, arteriovenous malformations, arteriovenous fistulas, aneurysms, pseudoaneurysms)",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,Vascular Embolization,37244,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping,
and imaging guidance necessary to complete the intervention; for arterial or venous hemorrhage or lymphatic extravasation",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,"Aortic
Dissection/Aneurysm
Repair",34718,"Endovascular repair of iliac artery, not associated with placement of an aorto-iliac artery endograft at the same session, by
deployment of an iliac branched endograft, including pre-procedure sizing and device selection, all ipsilateral selective iliac
artery catheterization(s), all associated radiological supervision and interpretation, and all endograft extension(s) proximally to
the aortic bifurcation and distally in the internal iliac, external iliac, and common femoral artery(ies), and treatment zone
angioplasty/stenting, when performed, for other than rupture (eg, for aneurysm, pseudoaneurysm, dissection, arteriovenous
malformation, penetrating ulcer), unilateral","Experimental /
Investigational - Yes",CareCore National,,Table_table_35.csv
Vascular Interventions,Vascular Embolization,37243,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping,
and imaging guidance necessary to complete the intervention; for tumors, organ ischemia, or infarction",Yes,CareCore National,,Table_table_35.csv
Vascular Interventions,"Lower Extremity
Interventions",C9764,"Revascularization, endovascular, open or percutaneous, lower extremity artery(ies), except tibial/peroneal; with intravascular
lithotripsy, includes angioplasty within the same vessel(s), when performed","Experimental /
Investigational - Yes",CareCore National,,Table_table_35.csv
Vascular Interventions,"Lower Extremity
Interventions",C9767,"Revascularization, endovascular, open or percutaneous, lower extremity artery(ies), except tibial/peroneal; with intravascular
lithotripsy and transluminal stent placement(s), and atherectomy, includes angioplasty within the same vessel(s), when
performed","Experimental /
Investigational - Yes",CareCore National,,Table_table_35.csv
Vascular Interventions,"Lower Extremity
Interventions",C9772,"Revascularization, endovascular, open or percutaneous, tibial/peroneal artery(ies), with intravascular lithotripsy, includes
angioplasty within the same vessel (s), when performed","Experimental /
Investigational - Yes",CareCore National,,Table_table_35.csv
Radiation Oncology,01-Brachy,0395T,"High dose rate electronic brachytherapy, interstitial or intracavitary treatment, per fraction, includes basic dosimetry, when
performed",Yes,CareCore National,,Table_table_35.csv
Radiation Oncology,01-Brachy,77316,"Brachytherapy isodose plan; simple (calculation[s] made from 1 to 4 sources, or remote afterloading brachytherapy, 1
channel), includes basic dosimetry calculation(s)","No - Claim Policies
Apply",CareCore National,,Table_table_35.csv
Radiation Oncology,01-Brachy,77317,"Brachytherapy isodose plan; intermediate (calculation[s] made from 5 to 10 sources, or remote afterloading brachytherapy, 2-
12 channels), includes basic dosimetry calculation(s)","No - Claim Policies
Apply",CareCore National,,Table_table_35.csv
Radiation Oncology,01-Brachy,77318,"Brachytherapy isodose plan; complex (calculation[s] made from over 10 sources, or remote afterloading brachytherapy, over
12 channels), includes basic dosimetry calculation(s)","No - Claim Policies
Apply",CareCore National,,Table_table_35.csv
Radiation Oncology,27-Associated,77436,"Surface radiation therapy; superficial or orthovoltage, treatment planning and simulation-aided field setting","No - Claim Policies
Apply",CareCore National,CMS Addition Effective 01/01/26,Table_table_35.csv
Radiation Oncology,19-Delivery,77437,"Surface radiation therapy; superficial, delivery, </=150 kV, per fraction (eg, electronic brachytherapy)",Yes,CareCore National,CMS Addition Effective 01/01/26,Table_table_36.csv
Radiation Oncology,19-Delivery,77438,"Surface radiation therapy; orthovoltage, delivery, >150-500 kV, per fraction",Yes,CareCore National,CMS Addition Effective 01/01/26,Table_table_36.csv
Radiation Oncology,19-Delivery,77439,"Surface radiation therapy; superficial or orthovoltage, image guidance, ultrasound for placement of radiation therapy fields for
treatment of cutaneous tumors, per course of treatment (List separately in addition to code for primary procedure)",Add On,CareCore National,CMS Addition Effective 01/01/26,Table_table_36.csv
Radiation Oncology,01-Brachy,77761,Intracavitary radiation source application; simple,Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,01-Brachy,77762,Intracavitary radiation source application; intermediate,Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,01-Brachy,77763,Intracavitary radiation source application; complex,Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,01-Brachy,77767,"Remote afterloading high dose rate radionuclide skin surface brachytherapy, includes basic dosimetry, when performed;
lesion diameter up to 2.0 cm or 1 channel",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,01-Brachy,77768,"Remote afterloading high dose rate radionuclide skin surface brachytherapy, includes basic dosimetry, when performed;
lesion diameter over 2.0 cm and 2 or more channels, or multiple lesions",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,01-Brachy,77770,"Remote afterloading high dose rate radionuclide interstitial or intracavitary brachytherapy, includes basic dosimetry, when
performed; 1 channel",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,01-Brachy,77771,"Remote afterloading high dose rate radionuclide interstitial or intracavitary brachytherapy, includes basic dosimetry, when
performed; 2-12 channels",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,01-Brachy,77772,"Remote afterloading high dose rate radionuclide interstitial or intracavitary brachytherapy, includes basic dosimetry, when
performed; over 12 channels",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,01-Brachy,77778,"Interstitial radiation source application, complex, includes supervision, handling, loading of radiation source, when performed",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,01-Brachy,77789,Surface application of low dose rate radionuclide source,Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,01-Brachy,77790,"Supervision, handling, loading of radiation source","No - Claim Policies
Apply",CareCore National,,Table_table_36.csv
Radiation Oncology,01-Brachy,77799,"Unlisted procedure, clinical brachytherapy","No - Claim Policies
Apply",CareCore National,,Table_table_36.csv
Radiation Oncology,01-Brachy,C9726,"Placement and removal (if performed) of applicator into breast for intraoperative radiation therapy, add-on to primary breast
procedure","No - Claim Policies
Apply",CareCore National,"EviCore Radiation Oncology Program Addition
Effecitve 01/01/19",Table_table_36.csv
Radiation Oncology,01-Brachy,G0458,"Low dose rate (ldr) prostate brachytherapy services, composite rate",Yes,CareCore National,"EviCore Radiation Oncology Program Addition
Effective 01/01/19",Table_table_36.csv
Radiation Oncology,,0745T,"Cardiac focal ablation utilizing radiation therapy for arrhythmia; noninvasive arrhythmia localization and mapping of
arrhythmia site (nidus), derived from anatomical image data (eg, CT, MRI, or myocardial perfusion scan) and electrical data
(eg, 12-lead ECG data), and identification of areas of avoidance","No - Claim Policies
Apply",CareCore National,AMA Addition Effective 01/01/2023,Table_table_36.csv
Radiation Oncology,,0746T,"Cardiac focal ablation utilizing radiation therapy for arrhythmia; conversion of arrhythmia localization and mapping of
arrhythmia site (nidus) into a multidimensional radiation treatment plan","No - Claim Policies
Apply",CareCore National,AMA Addition Effective 01/01/2023,Table_table_36.csv
Radiation Oncology,,0747T,"Cardiac focal ablation utilizing radiation therapy for arrhythmia; delivery of radiation therapy, arrhythmia",Yes,CareCore National,AMA Addition Effective 01/01/2023,Table_table_36.csv
Radiation Oncology,,63620,"Stereotactic radiosurgery (particle beam, gamma ray, or linear accelerator); 1 spinal lesion","No - Claim Policies
Apply",CareCore National,,Table_table_36.csv
Radiation Oncology,,63621,"Stereotactic radiosurgery (particle beam, gamma ray, or linear accelerator); each additional spinal lesion (List separately in
addition to code for primary procedure)","No - Claim Policies
Apply",CareCore National,,Table_table_36.csv
Radiation Oncology,03-Stereo,77371,"Radiation treatment delivery, stereotactic radiosurgery (SRS), complete course of treatment of cranial lesion(s) consisting of
1 session; multi-source Cobalt 60 based",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,03-Stereo,77372,"Radiation treatment delivery, stereotactic radiosurgery (SRS), complete course of treatment of cranial lesion(s) consisting of
1 session; linear accelerator based",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,03-Stereo,77373,"Stereotactic body radiation therapy, treatment delivery, per fraction to 1 or more lesions, including image guidance, entire
course not to exceed 5 fractions",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,03-Stereo,77432,Stereotactic radiation treatment management of cranial lesion(s) (complete course of treatment consisting of 1 session),"No - Claim Policies
Apply",CareCore National,,Table_table_36.csv
Radiation Oncology,03-Stereo,77435,"Stereotactic body radiation therapy, treatment management, per treatment course, to 1 or more lesions, including image
guidance, entire course not to exceed 5 fractions","No - Claim Policies
Apply",CareCore National,,Table_table_36.csv
Radiation Oncology,03-Stereo,G0339,"Image-guided robotic linear accelerator-based stereotactic radiosurgery, complete course of therapy in one session or first
session of fractionated treatment",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,03-Stereo,G0340,"Image-guided robotic linear accelerator-based stereotactic radiosurgery, delivery including collimator changes and custom
plugging, fractionated treatment, all lesions, per session, second through fifth sessions, maximum five sessions per course of
treatment",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,05-IMRT,77301,"Intensity modulated radiotherapy plan, including dose-volume histograms for target and critical structure partial tolerance
specifications","No - Claim Policies
Apply",CareCore National,,Table_table_36.csv
Radiation Oncology,05-IMRT,77338,"Multi-leaf collimator (MLC) device(s) for intensity modulated radiation therapy (IMRT), design and construction per IMRT plan","No - Claim Policies
Apply",CareCore National,,Table_table_36.csv
Radiation Oncology,07-Neutron,77423,"High energy neutron radiation treatment delivery, 1 or more isocenter(s) with coplanar or non-coplanar geometry with blocking
and/or wedge, and/or compensator(s)",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,09-IORT,19294,"Preparation of tumor cavity, with placement of a radiation therapy applicator for intraoperative radiation therapy (IORT)
concurrent with partial mastectomy (List separately in addition to code for primary procedure)","No - Claim Policies
Apply",CareCore National,,Table_table_36.csv
Radiation Oncology,09-IORT,77424,"Intraoperative radiation treatment delivery, x-ray, single treatment session",Yes,CareCore National,"EviCore Radiation Oncology Program Addition
Effective 01/01/19",Table_table_36.csv
Radiation Oncology,09-IORT,77425,"Intraoperative radiation treatment delivery, electrons, single treatment session",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,09-IORT,77469,Intraoperative radiation treatment management,"No - Claim Policies
Apply",CareCore National,,Table_table_36.csv
Radiation Oncology,11-Proton,77520,"Proton treatment delivery; simple, without compensation",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,11-Proton,77522,"Proton treatment delivery; simple, with compensation",Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,11-Proton,77523,Proton treatment delivery; intermediate,Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,11-Proton,77525,Proton treatment delivery; complex,Yes,CareCore National,,Table_table_36.csv
Radiation Oncology,11-Proton,S8030,Scleral application of tantalum ring(s) for localization of lesions for proton beam therapy,"No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,15-Management,77427,"Radiation treatment management, 5 treatments","No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,15-Management,77431,Radiation therapy management with complete course of therapy consisting of 1 or 2 fractions only,"No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,15-Management,77470,"Special treatment procedure (eg, total body irradiation, hemibody radiation, per oral or endocavitary irradiation)","No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,15-Management,77499,"Unlisted procedure, therapeutic radiology treatment management","No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,17-planning,77261,Therapeutic radiology treatment planning; simple,"No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,17-planning,77262,Therapeutic radiology treatment planning; intermediate,"No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,17-planning,77263,Therapeutic radiology treatment planning; complex,"No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,17-planning,77280,Therapeutic radiology simulation-aided field setting; simple,"No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,17-planning,77285,Therapeutic radiology simulation-aided field setting; intermediate,"No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,17-planning,77290,Therapeutic radiology simulation-aided field setting; complex,"No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,17-planning,77293,Respiratory motion management simulation (List separately in addition to code for primary procedure),"No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,19-Delivery,77402,"Radiation treatment delivery; Level 1 (eg, single-electron field, multiple-electron fields, or 2D photons), including imaging
guidance, when performed",Yes,CareCore National,,Table_table_37.csv
Radiation Oncology,19-Delivery,77407,"Radiation treatment delivery; Level 2, single-isocenter (eg, 3D or IMRT), photons, including imaging guidance, when
performed",Yes,CareCore National,,Table_table_37.csv
Radiation Oncology,19-Delivery,77412,"Radiation treatment delivery; Level 3, multiple isocenters with photon therapy (eg, 2D, 3D, or IMRT) or a single-isocenter
photon therapy (eg, 3D or IMRT) with active motion management, or total skin electrons, or mixed-electron/photon field(s),
including imaging guidance, when performed",Yes,CareCore National,,Table_table_37.csv
Radiation Oncology,19-Delivery,77417,Therapeutic radiology port image(s),"No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,21-Guidance,77387,"Guidance for localization of target volume for delivery of radiation treatment, includes intrafraction tracking, when performed",Yes,CareCore National,,Table_table_37.csv
Radiation Oncology,23-Devices,77295,"3-dimensional radiotherapy plan, including dose-volume histograms","No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,23-Devices,77300,"Basic radiation dosimetry calculation, central axis depth dose calculation, TDF, NSD, gap calculation, off axis factor, tissue
inhomogeneity factors, calculation of non-ionizing radiation surface and depth dose, as required during course of treatment,
only when prescribed by the treating physician","No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,23-Devices,77306,"Teletherapy isodose plan; simple (1 or 2 unmodified ports directed to a single area of interest), includes basic dosimetry
calculation(s)","No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,23-Devices,77307,"Teletherapy isodose plan; complex (multiple treatment areas, tangential ports, the use of wedges, blocking, rotational beam,
or special beam considerations), includes basic dosimetry calculation(s)","No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,23-Devices,77321,"Special teletherapy port plan, particles, hemibody, total body","No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,23-Devices,77331,"Special dosimetry (eg, TLD, microdosimetry) (specify), only when prescribed by the treating physician","No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,23-Devices,77332,"Treatment devices, design and construction; simple (simple block, simple bolus)","No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,23-Devices,77333,"Treatment devices, design and construction; intermediate (multiple blocks, stents, bite blocks, special bolus)","No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,23-Devices,77334,"Treatment devices, design and construction; complex (irregular blocks, special shields, compensators, wedges, molds or
casts)","No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,23-Devices,77336,"Continuing medical physics consultation, including assessment of treatment parameters, quality assurance of dose delivery,
and review of patient treatment documentation in support of the radiation oncologist, reported per week of therapy","No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,23-Devices,77370,Special medical radiation physics consultation,"No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,23-Devices,77399,"Unlisted procedure, medical radiation physics, dosimetry and treatment devices, and special services","No - Claim Policies
Apply",CareCore National,,Table_table_37.csv
Radiation Oncology,25-Radiopharm,79005,"Radiopharmaceutical therapy, by oral administration",Yes,CareCore National,,Table_table_37.csv
Radiation Oncology,25-Radiopharm,79101,"Radiopharmaceutical therapy, by intravenous administration",Yes,CareCore National,"EviCore Radiation Oncology Program Effective
01/01/19 Addition",Table_table_37.csv
Radiation Oncology,25-Radiopharm,A9513,"Lutetium lu 177, dotatate, therapeutic, 1 millicurie",Yes,CareCore National,"EviCore Radiation Oncology Program Addition
Effective 01/01/19",Table_table_37.csv
Radiation Oncology,25-Radiopharm,A9606,"Radium ra-223 dichloride, therapeutic, per microcurie",Yes,CareCore National,"EviCore Radiation Oncology Program Addition
Effective 01/01/19",Table_table_38.csv
Radiation Oncology,25-Radiopharm,A9607,"Lutetium lu 177 vipivotide tetraxetan, therapeutic, 1 millicurie",Yes,CareCore National,,Table_table_38.csv
Radiation Oncology,25-Radiopharm,A9699,"Radiopharmaceutical, therapeutic, not otherwise classified",Yes,CareCore National,,Table_table_38.csv
Radiation Oncology,25-Radiopharm,C2616,"Brachytherapy source, non-stranded, yttrium-90, per source",Yes,CareCore National,,Table_table_38.csv
Radiation Oncology,25-Radiopharm,S2095,"Transcatheter occlusion or embolization for tumor destruction, percutaneous, any method, using yttrium-90 microspheres",Yes,CareCore National,,Table_table_38.csv
Radiation Oncology,27-Associated,19296,"Placement of radiotherapy afterloading expandable catheter (single or multichannel) into the breast for interstitial
radioelement application following partial mastectomy, includes imaging guidance; on date separate from partial mastectomy","No - Claim Policies
Apply",CareCore National,,Table_table_38.csv
Radiation Oncology,27-Associated,19297,"Placement of radiotherapy afterloading expandable catheter (single or multichannel) into the breast for interstitial
radioelement application following partial mastectomy, includes imaging guidance; concurrent with partial mastectomy (List
separately in addition to code for primary procedure)","No - Claim Policies
Apply",CareCore National,,Table_table_38.csv
Radiation Oncology,27-Associated,19298,"Placement of radiotherapy after loading brachytherapy catheters (multiple tube and button type) into the breast for interstitial
radioelement application following (at the time of or subsequent to) partial mastectomy, includes imaging guidance","No - Claim Policies
Apply",CareCore National,,Table_table_38.csv
Radiation Oncology,27-Associated,32553,"Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), percutaneous, intra-
thoracic, single or multiple","No - Claim Policies
Apply",CareCore National,,Table_table_38.csv
Radiation Oncology,27-Associated,41019,"Placement of needles, catheters, or other device(s) into the head and/or neck region (percutaneous, transoral, or transnasal)
for subsequent interstitial radioelement application","No - Claim Policies
Apply",CareCore National,,Table_table_38.csv
Radiation Oncology,27-Associated,49411,"Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), percutaneous, intra-
abdominal, intra-pelvic (except prostate), and/or retroperitoneum, single or multiple","No - Claim Policies
Apply",CareCore National,,Table_table_38.csv
