Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation
Vascular Interventions,Venous Interventions,37239,"Transcatheter placement of an intravascular stent(s), open or percutaneous, including radiological supervision and
interpretation and including angioplasty within the same vessel, when performed; each additional vein (List separately in
addition to code for primary procedure)",Add On,CareCore National,
Vascular Interventions,Venous Interventions,37248,"Transluminal balloon angioplasty (except dialysis circuit), open or percutaneous, including all imaging and radiological
supervision and interpretation necessary to perform the angioplasty within the same vein; initial vein",Yes,CareCore National,
Vascular Interventions,Venous Interventions,37249,"Transluminal balloon angioplasty (except dialysis circuit), open or percutaneous, including all imaging and radiological
supervision and interpretation necessary to perform the angioplasty within the same vein; each additional vein (List
separately in addition to code for primary procedure)",Add On,CareCore National,
Vascular Interventions,Vascular Embolization,37241,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping,
and imaging guidance necessary to complete the intervention; venous, other than hemorrhage (eg, congenital or acquired
venous malformations, venous and capillary hemangiomas, varices, varicoceles)",Yes,CareCore National,
Vascular Interventions,Vascular Embolization,37242,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping,
and imaging guidance necessary to complete the intervention; arterial, other than hemorrhage or tumor (eg, congenital or
acquired arterial malformations, arteriovenous malformations, arteriovenous fistulas, aneurysms, pseudoaneurysms)",Yes,CareCore National,
Vascular Interventions,Vascular Embolization,37244,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping,
and imaging guidance necessary to complete the intervention; for arterial or venous hemorrhage or lymphatic extravasation",Yes,CareCore National,
Vascular Interventions,"Aortic
Dissection/Aneurysm
Repair",34718,"Endovascular repair of iliac artery, not associated with placement of an aorto-iliac artery endograft at the same session, by
deployment of an iliac branched endograft, including pre-procedure sizing and device selection, all ipsilateral selective iliac
artery catheterization(s), all associated radiological supervision and interpretation, and all endograft extension(s) proximally to
the aortic bifurcation and distally in the internal iliac, external iliac, and common femoral artery(ies), and treatment zone
angioplasty/stenting, when performed, for other than rupture (eg, for aneurysm, pseudoaneurysm, dissection, arteriovenous
malformation, penetrating ulcer), unilateral","Experimental /
Investigational - Yes",CareCore National,
Vascular Interventions,Vascular Embolization,37243,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping,
and imaging guidance necessary to complete the intervention; for tumors, organ ischemia, or infarction",Yes,CareCore National,
Vascular Interventions,"Lower Extremity
Interventions",C9764,"Revascularization, endovascular, open or percutaneous, lower extremity artery(ies), except tibial/peroneal; with intravascular
lithotripsy, includes angioplasty within the same vessel(s), when performed","Experimental /
Investigational - Yes",CareCore National,
Vascular Interventions,"Lower Extremity
Interventions",C9767,"Revascularization, endovascular, open or percutaneous, lower extremity artery(ies), except tibial/peroneal; with intravascular
lithotripsy and transluminal stent placement(s), and atherectomy, includes angioplasty within the same vessel(s), when
performed","Experimental /
Investigational - Yes",CareCore National,
Vascular Interventions,"Lower Extremity
Interventions",C9772,"Revascularization, endovascular, open or percutaneous, tibial/peroneal artery(ies), with intravascular lithotripsy, includes
angioplasty within the same vessel (s), when performed","Experimental /
Investigational - Yes",CareCore National,
Radiation Oncology,01-Brachy,0395T,"High dose rate electronic brachytherapy, interstitial or intracavitary treatment, per fraction, includes basic dosimetry, when
performed",Yes,CareCore National,
Radiation Oncology,01-Brachy,77316,"Brachytherapy isodose plan; simple (calculation[s] made from 1 to 4 sources, or remote afterloading brachytherapy, 1
channel), includes basic dosimetry calculation(s)","No - Claim Policies
Apply",CareCore National,
Radiation Oncology,01-Brachy,77317,"Brachytherapy isodose plan; intermediate (calculation[s] made from 5 to 10 sources, or remote afterloading brachytherapy, 2-
12 channels), includes basic dosimetry calculation(s)","No - Claim Policies
Apply",CareCore National,
Radiation Oncology,01-Brachy,77318,"Brachytherapy isodose plan; complex (calculation[s] made from over 10 sources, or remote afterloading brachytherapy, over
12 channels), includes basic dosimetry calculation(s)","No - Claim Policies
Apply",CareCore National,
Radiation Oncology,27-Associated,77436,"Surface radiation therapy; superficial or orthovoltage, treatment planning and simulation-aided field setting","No - Claim Policies
Apply",CareCore National,CMS Addition Effective 01/01/26
