Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation
Other Services,"Experimental /
Investigational",0232T,"Injection(s), platelet rich plasma, any site, including image guidance, harvesting and preparation when performed",Yes,CareCore National,
Other Services,"Experimental /
Investigational",Q2026,"Injection, radiesse, 0.1 ml",Yes,CareCore National,
Other Services,Potentially Cosmetic,Q2028,"Injection, sculptra, 0.5 mg",Yes,CareCore National,
Other Services,Outpatient Surgery,0671T,"Insertion of anterior segment aqueous drainage device into the trabecular meshwork, without external reservoir, and without
concomitant cataract removal, one or more",Yes,CareCore National,
Other Services,Outpatient Surgery,66183,"Insertion of anterior segment aqueous drainage device, without extraocular reservoir, external approach",Yes,CareCore National,
Other Services,Outpatient Surgery,0449T,"Insertion of aqueous drainage device, without extraocular reservoir, internal approach, into the subconjunctival space; initial
device",Yes,CareCore National,
Other Services,Potentially Cosmetic,19340,"Insertion of breast implant on same day of mastectomy (ie, immediate)",Yes,CareCore National,
Other Services,"Experimental /
Investigational",C9727,Insertion of implants into the soft palate; minimum of three implants,Yes,CareCore National,
Other Services,Outpatient Surgery,54405,"Insertion of multi-component, inflatable penile prosthesis, including placement of pump, cylinders, and reservoir",Yes,CareCore National,
Other Services,Outpatient Surgery,54401,Insertion of penile prosthesis; inflatable (self-contained),Yes,CareCore National,
Other Services,Outpatient Surgery,54400,Insertion of penile prosthesis; non-inflatable (semi-rigid),Yes,CareCore National,
Other Services,Outpatient Surgery,61889,"Insertion of skull-mounted cranial neurostimulator pulse generator or receiver, including craniectomy or craniotomy, when
performed, with direct or inductive coupling, with connection to depth and/or cortical strip electrode array(s)",Yes,CareCore National,
Other Services,"Experimental /
Investigational",51721,"Insertion of transurethral ablation transducer for delivery of thermal ultrasound for prostate tissue ablation, including
suprapubic tube placement during the same session and placement of an endorectal cooling device, when performed",Yes,CareCore National,
Other Services,Potentially Cosmetic,19342,Insertion or replacement of breast implant on separate day from mastectomy,Yes,CareCore National,
Other Services,"Experimental /
Investigational",61886,"Insertion or replacement of cranial neurostimulator pulse generator or receiver, direct or inductive coupling; with connection to
2 or more electrode arrays",Yes,CareCore National,
Other Services,"Experimental /
Investigational",0968T,"Insertion or replacement of epicranial neurostimulator system, including electrode array and pulse generator, with connection
to electrode array",Yes,CareCore National,
Other Services,"Experimental /
Investigational",0571T,"Insertion or replacement of implantable cardioverter-defibrillator system with substernal electrode(s), including all imaging
guidance and electrophysiological evaluation (includes defibrillation threshold evaluation, induction of arrhythmia, evaluation
of sensing for arrhythmia termination, and programming or reprogramming of sensing or therapeutic parameters), when
performed",Yes,CareCore National,
Other Services,"Experimental /
Investigational",64590,"Insertion or replacement of peripheral, sacral, or gastric neurostimulator pulse generator or receiver, requiring pocket creation
and connection between electrode array and pulse generator or receiver",Yes,CareCore National,
Other Services,"Experimental /
Investigational",Q4114,"Integra flowable wound matrix, injectable, 1 cc",Yes,CareCore National,
Other Services,Outpatient Surgery,G0422,"Intensive cardiac rehabilitation; with or without continuous ecg monitoring with exercise, per session",Yes,CareCore National,
Other Services,Outpatient Surgery,G0423,"Intensive cardiac rehabilitation; with or without continuous ecg monitoring; without exercise, per session",Yes,CareCore National,
Other Services,Outpatient Surgery,21497,"Interdental wiring, for condition other than fracture",Yes,CareCore National,
Other Services,Outpatient Surgery,55980,Intersex surgery; female to male,Yes,CareCore National,
Other Services,Outpatient Surgery,55970,Intersex surgery; male to female,Yes,CareCore National,
Other Services,"Experimental /
Investigational",C1839,Iris prosthesis,Yes,CareCore National,
Other Services,"Experimental /
Investigational",65760,Keratomileusis,Yes,CareCore National,
Other Services,"Experimental /
Investigational",65710,Keratoplasty (corneal transplant); anterior lamellar,Yes,CareCore National,
Other Services,Outpatient Surgery,A2019,"Kerecis omega3 marigen shield, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,
Other Services,Outpatient Surgery,Q4158,"Kerecis omega3, per square centimeter (add-on, list separately in addition to primary procedure)",Add On,CareCore National,
