Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation
Musculoskeletal,"Interventional Pain
Management",G0260,"Injection procedure for sacroiliac joint; provision of anesthetic, steroid and/or other therapeutic agent, with or without
arthrography",Yes,MedSolutions,
GI,EGD,43252,"Esophagogastroduodenoscopy, flexible, transoral; with optical endomicroscopy",Yes,CareCore National,
GI,EGD,43233,"Esophagogastroduodenoscopy, flexible, transoral; with dilation of esophagus with balloon (30 mm diameter or larger)
(includes fluoroscopic guidance, when performed)",Yes,CareCore National,
GI,EGD,43235,"Esophagogastroduodenoscopy, flexible, transoral; diagnostic, including collection of specimen(s) by brushing or washing,
when performed (separate procedure)",Yes,CareCore National,
GI,EGD,43236,"Esophagogastroduodenoscopy, flexible, transoral; with directed submucosal injection(s), any substance",Yes,CareCore National,
GI,EGD,43239,"Esophagogastroduodenoscopy, flexible, transoral; with biopsy, single or multiple",Yes,CareCore National,
GI,EGD,43241,"Esophagogastroduodenoscopy, flexible, transoral; with insertion of intraluminal tube or catheter",Yes,CareCore National,
GI,EGD,43243,"Esophagogastroduodenoscopy, flexible, transoral; with injection sclerosis of esophageal/gastric varices",Yes,CareCore National,
GI,EGD,43244,"Esophagogastroduodenoscopy, flexible, transoral; with band ligation of esophageal/gastric varices",Yes,CareCore National,
GI,EGD,43245,"Esophagogastroduodenoscopy, flexible, transoral; with dilation of gastric/duodenal stricture(s) (eg, balloon, bougie)",Yes,CareCore National,
GI,EGD,43247,"Esophagogastroduodenoscopy, flexible, transoral; with removal of foreign body(s)",Yes,CareCore National,
GI,EGD,43248,"Esophagogastroduodenoscopy, flexible, transoral; with insertion of guide wire followed by passage of dilator(s) through
esophagus over guide wire",Yes,CareCore National,
GI,EGD,43249,"Esophagogastroduodenoscopy, flexible, transoral; with transendoscopic balloon dilation of esophagus (less than 30 mm
diameter)",Yes,CareCore National,
GI,EGD,43250,"Esophagogastroduodenoscopy, flexible, transoral; with removal of tumor(s), polyp(s), or other lesion(s) by hot biopsy forceps",Yes,CareCore National,
GI,EGD,43251,"Esophagogastroduodenoscopy, flexible, transoral; with removal of tumor(s), polyp(s), or other lesion(s) by snare technique",Yes,CareCore National,
GI,EGD,43254,"Esophagogastroduodenoscopy, flexible, transoral; with endoscopic mucosal resection",Yes,CareCore National,
GI,EGD,43255,"Esophagogastroduodenoscopy, flexible, transoral; with control of bleeding, any method",Yes,CareCore National,
GI,EGD,43266,"Esophagogastroduodenoscopy, flexible, transoral; with placement of endoscopic stent (includes pre- and post-dilation and
guide wire passage, when performed)",Yes,CareCore National,
GI,EGD,43270,"Esophagogastroduodenoscopy, flexible, transoral; with ablation of tumor(s), polyp(s), or other lesion(s) (includes pre- and
post-dilation and guide wire passage, when performed)",Yes,CareCore National,
GI,AVEGD,43497,"Lower esophageal myotomy, transoral (ie, peroral endoscopic myotomy [POEM])",Yes,CareCore National,
