Program,Category,CPT® Code,CPT® Code Description,"Commercial Prior
Authorization
Required?","Commercial Case Build
Platform",External Notation
Radiology,MR,70540,"Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; without contrast material(s)",Yes,MedSolutions,
Radiology,MR,70542,"Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; with contrast material(s)",Yes,MedSolutions,
Radiology,MR,70543,"Magnetic resonance (eg, proton) imaging, orbit, face, and/or neck; without contrast material(s), followed by contrast
material(s) and further sequences",Yes,MedSolutions,
Radiology,MRA,70547,"Magnetic resonance angiography, neck; without contrast material(s)",Yes,MedSolutions,
Radiology,MRA,70548,"Magnetic resonance angiography, neck; with contrast material(s)",Yes,MedSolutions,
Radiology,MRA,70549,"Magnetic resonance angiography, neck; without contrast material(s), followed by contrast material(s) and further sequences",Yes,MedSolutions,
Radiology,CT,71250,"Computed tomography, thorax, diagnostic; without contrast material",Yes,MedSolutions,
Radiology,CT,71260,"Computed tomography, thorax, diagnostic; with contrast material(s)",Yes,MedSolutions,
Radiology,CT,71270,"Computed tomography, thorax, diagnostic; without contrast material, followed by contrast material(s) and further sections",Yes,MedSolutions,
Radiology,CT,71275,"Computed tomographic angiography, chest (noncoronary), with contrast material(s), including noncontrast images, if
performed, and image postprocessing",Yes,MedSolutions,
Radiology,MR,71550,"Magnetic resonance (eg, proton) imaging, chest (eg, for evaluation of hilar and mediastinal lymphadenopathy); without
contrast material(s)",Yes,MedSolutions,
Radiology,MR,71551,"Magnetic resonance (eg, proton) imaging, chest (eg, for evaluation of hilar and mediastinal lymphadenopathy); with contrast
material(s)",Yes,MedSolutions,
